User Category,Month,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,administrator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,administrator,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Others,September 2022,student,--Unknown billing code--,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Staff,September 2022,affiliate,contractor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Staff,September 2022,affiliate,contractor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,student,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,contractor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Staff,September 2022,affiliate,administrator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,security_staff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,affiliate,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,contractor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,visiting_scholar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Staff,September 2022,affiliate,contractor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Staff,September 2022,affiliate,contractor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Faculty & Researcher,September 2022,affiliate,faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,contractor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,contractor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Staff,September 2022,affiliate,contractor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Others,September 2022,student,--Unknown billing code--,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Staff,September 2022,affiliate,security_staff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Faculty & Researcher,September 2022,affiliate,faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Faculty & Researcher,September 2022,affiliate,faculty,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,student,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,affiliate,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Student,September 2022,student,degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Student,September 2022,student,degree,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,September 2022,student,researcher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Faculty & Researcher,October 2022,affiliate,faculty,245,0,2963,30,0,0,0,0,0,0,0,0,0,0,0,0,0,245,2993,245,2993,3238
Faculty & Researcher,October 2022,affiliate,faculty,1427,893,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320,213,2320,213,2533
Faculty & Researcher,October 2022,affiliate,faculty,602,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,1660,602,1660,2262
Faculty & Researcher,October 2022,affiliate,faculty,996,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,496,996,496,1492
Faculty & Researcher,October 2022,affiliate,faculty,89,728,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,817,618,817,618,1435
Faculty & Researcher,October 2022,affiliate,faculty,143,0,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,1265,143,1265,1408
Student,October 2022,student,degree,1139,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,186,1139,186,1325
Faculty & Researcher,October 2022,affiliate,faculty,352,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,1255,0,1255
Staff,October 2022,affiliate,ad_contingent,132,402,181,522,0,0,0,0,0,0,3,0,14,0,0,3,14,534,703,537,717,1254
Staff,October 2022,affiliate,administrator,261,0,977,7,0,0,0,0,0,0,0,0,0,0,0,0,0,261,984,261,984,1245
Faculty & Researcher,October 2022,student,researcher,1156,0,6,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1156,6,1160,6,1166
Others,October 2022,affiliate,--Unknown billing code--,233,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,893,233,893,1126
Faculty & Researcher,October 2022,affiliate,faculty,886,5,80,26,0,0,0,0,0,0,0,0,0,0,0,0,0,891,106,891,106,997
Faculty & Researcher,October 2022,affiliate,faculty,332,0,654,0,0,0,0,0,0,0,0,0,6,0,0,0,6,332,654,332,660,992
Student,October 2022,student,degree,253,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,716,253,716,969
Faculty & Researcher,October 2022,affiliate,faculty,155,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,760,155,760,915
Faculty & Researcher,October 2022,affiliate,adjunct faculty,286,42,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,513,328,513,841
Staff,October 2022,affiliate,contractor,591,49,64,10,0,0,0,0,0,0,47,0,73,0,0,47,73,640,74,687,147,834
Faculty & Researcher,October 2022,affiliate,faculty,817,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,16,817,16,833
Student,October 2022,student,degree,62,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,765,62,765,827
Faculty & Researcher,October 2022,affiliate,faculty,48,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,756,48,756,804
Staff,October 2022,affiliate,ad_contingent,626,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,171,626,171,797
Student,October 2022,student,degree,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,793,0,793
Faculty & Researcher,October 2022,affiliate,faculty,347,0,433,3,0,0,0,0,0,0,0,1,0,0,0,1,0,347,436,348,436,784
Faculty & Researcher,October 2022,affiliate,faculty,636,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,136,636,136,772
Student,October 2022,affiliate,student_applicant,130,0,636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,637,130,637,767
Faculty & Researcher,October 2022,affiliate,faculty,715,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,715,45,715,45,760
Faculty & Researcher,October 2022,affiliate,faculty,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,751,0,751
Faculty & Researcher,October 2022,affiliate,faculty,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,725,0,725
Staff,October 2022,affiliate,ad_contingent,4,229,6,446,0,0,0,0,0,0,0,0,0,8,0,0,8,233,452,233,460,693
Others,October 2022,student,--Unknown billing code--,455,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,227,455,227,682
Faculty & Researcher,October 2022,affiliate,faculty,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,680,0,680
Faculty & Researcher,October 2022,affiliate,faculty,135,105,317,105,0,0,0,0,0,0,0,0,12,0,0,0,12,240,422,240,434,674
Faculty & Researcher,October 2022,affiliate,faculty,296,334,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,41,630,41,671
Staff,October 2022,affiliate,administrator,638,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,13,638,13,651
Faculty & Researcher,October 2022,affiliate,faculty,446,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,180,446,180,626
Staff,October 2022,affiliate,ad_contingent,29,0,578,0,0,0,0,0,0,0,0,0,3,0,0,0,3,29,578,29,581,610
Student,October 2022,student,degree,600,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,9,600,9,609
Faculty & Researcher,October 2022,affiliate,faculty,140,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,609,0,609
Faculty & Researcher,October 2022,affiliate,faculty,4,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,601,4,601,605
Faculty & Researcher,October 2022,affiliate,faculty,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,603,0,603
Faculty & Researcher,October 2022,affiliate,adjunct faculty,364,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,238,364,238,602
Student,October 2022,student,degree,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,599,0,599
Student,October 2022,student,degree,43,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,555,43,555,598
Faculty & Researcher,October 2022,affiliate,faculty,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,598,0,598
Faculty & Researcher,October 2022,affiliate,faculty,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,596,0,596
Faculty & Researcher,October 2022,affiliate,faculty,454,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,594,0,594
Faculty & Researcher,October 2022,affiliate,faculty,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,593,0,593
Others,October 2022,affiliate,employee_family_member,137,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,450,137,450,587
Faculty & Researcher,October 2022,affiliate,faculty,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,578,0,578
Student,October 2022,student,degree,531,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,39,531,39,570
Others,October 2022,student,--Unknown billing code--,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,569,0,569
Student,October 2022,student,degree,233,0,324,0,0,0,0,0,0,0,0,0,1,0,0,0,1,233,324,233,325,558
Student,October 2022,student,degree,394,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,163,394,163,557
Student,October 2022,student,degree,264,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,292,264,292,556
Staff,October 2022,affiliate,contractor,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,555,0,555
Others,October 2022,student,--Unknown billing code--,27,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,523,27,523,550
Faculty & Researcher,October 2022,affiliate,faculty,470,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,79,470,79,549
Staff,October 2022,affiliate,administrator,117,0,422,2,0,0,0,0,0,0,2,0,3,2,0,2,5,117,424,119,429,548
Faculty & Researcher,October 2022,affiliate,researcher,220,0,320,0,0,0,0,0,0,0,0,0,6,0,0,0,6,220,320,220,326,546
Student,October 2022,student,degree,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,543,0,543
Staff,October 2022,affiliate,contractor,3,69,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,72,466,72,466,538
Faculty & Researcher,October 2022,student,researcher,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,538,0,538
Student,October 2022,student,degree,296,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,236,296,236,532
Faculty & Researcher,October 2022,affiliate,faculty,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,514,0,514
Faculty & Researcher,October 2022,affiliate,faculty,424,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,90,424,90,514
Student,October 2022,student,degree,198,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,305,198,305,503
Faculty & Researcher,October 2022,affiliate,faculty,166,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,330,166,330,496
Student,October 2022,student,degree,50,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,441,50,441,491
Faculty & Researcher,October 2022,affiliate,researcher,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,489,0,489
Student,October 2022,student,degree,420,0,57,0,0,0,0,0,0,0,0,0,12,0,0,0,12,420,57,420,69,489
Faculty & Researcher,October 2022,affiliate,faculty,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,488,0,488
Faculty & Researcher,October 2022,affiliate,faculty,277,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,477,0,477
Staff,October 2022,affiliate,administrator,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,470,0,470
Student,October 2022,student,degree,19,0,410,0,0,0,0,0,0,0,27,0,7,0,0,27,7,19,410,46,417,463
Faculty & Researcher,October 2022,affiliate,faculty,406,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,54,406,54,460
Faculty & Researcher,October 2022,affiliate,faculty,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,451,0,451
Faculty & Researcher,October 2022,student,researcher,66,0,379,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66,384,66,384,450
Others,October 2022,student,--Unknown billing code--,426,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,11,429,11,440
Faculty & Researcher,October 2022,affiliate,faculty,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,438,0,438
Faculty & Researcher,October 2022,affiliate,faculty,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,436,0,436
Others,October 2022,affiliate,--Unknown billing code--,409,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,409,0,434,0,434
Student,October 2022,student,degree,118,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,312,118,312,430
Student,October 2022,student,degree,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,428,0,428
Staff,October 2022,affiliate,contractor,0,30,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,30,397,30,397,427
Faculty & Researcher,October 2022,affiliate,faculty,97,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,425,0,425
Faculty & Researcher,October 2022,affiliate,faculty,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,425,0,425
Student,October 2022,student,degree,2,0,421,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,421,3,421,424
Faculty & Researcher,October 2022,affiliate,faculty,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,423,423
Staff,October 2022,affiliate,contractor,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,416,416
Faculty & Researcher,October 2022,affiliate,faculty,227,54,79,54,0,0,0,0,0,0,0,0,0,0,0,0,0,281,133,281,133,414
Faculty & Researcher,October 2022,affiliate,faculty,69,0,338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69,340,69,340,409
Others,October 2022,student,--Unknown billing code--,319,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,89,319,89,408
Student,October 2022,student,degree,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,403,0,403
Faculty & Researcher,October 2022,affiliate,faculty,175,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,227,175,227,402
Faculty & Researcher,October 2022,affiliate,researcher,383,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,383,0,400,0,400
Staff,October 2022,affiliate,administrator,208,4,179,7,0,0,0,0,0,0,0,0,0,0,0,0,0,212,186,212,186,398
Faculty & Researcher,October 2022,affiliate,faculty,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,397,0,397
Faculty & Researcher,October 2022,affiliate,faculty,143,35,100,88,0,0,0,0,0,0,26,0,3,1,0,26,4,178,188,204,192,396
Faculty & Researcher,October 2022,affiliate,faculty,371,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,23,371,23,394
Staff,October 2022,affiliate,contractor,125,0,222,32,0,0,0,0,0,0,0,0,8,3,0,0,11,125,254,125,265,390
Staff,October 2022,affiliate,administrator,3,0,339,47,0,0,0,0,0,0,1,0,0,0,0,1,0,3,386,4,386,390
Student,October 2022,student,degree,373,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,17,373,17,390
Faculty & Researcher,October 2022,affiliate,faculty,384,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,384,4,384,4,388
Faculty & Researcher,October 2022,student,researcher,66,0,318,0,0,0,0,0,0,0,0,0,1,0,0,0,1,66,318,66,319,385
Staff,October 2022,affiliate,contractor,224,0,19,141,0,0,0,0,0,0,0,0,0,0,0,0,0,224,160,224,160,384
Faculty & Researcher,October 2022,affiliate,faculty,111,261,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,372,12,372,12,384
Student,October 2022,student,degree,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,380,0,380
Faculty & Researcher,October 2022,affiliate,faculty,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,378,0,378
Student,October 2022,student,degree,360,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,18,360,18,378
Staff,October 2022,affiliate,contractor,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,378,378
Student,October 2022,student,degree,8,0,363,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,363,9,363,372
Others,October 2022,affiliate,employee_family_member,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,366,0,366
Student,October 2022,student,degree,241,0,122,0,0,0,0,0,0,0,0,0,1,0,0,0,1,241,122,241,123,364
Student,October 2022,student,degree,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,361,0,361
Faculty & Researcher,October 2022,affiliate,faculty,67,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,291,67,291,358
Faculty & Researcher,October 2022,affiliate,faculty,135,0,213,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135,223,135,223,358
Student,October 2022,student,degree,345,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,345,0,356,0,356
Faculty & Researcher,October 2022,affiliate,faculty,173,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,182,173,182,355
Staff,October 2022,affiliate,contractor,27,17,92,133,0,0,0,0,0,0,2,4,52,28,0,6,80,44,225,50,305,355
Faculty & Researcher,October 2022,affiliate,researcher,354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,1,354,1,355
Student,October 2022,student,degree,152,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,201,152,201,353
Others,October 2022,affiliate,--Unknown billing code--,198,3,147,3,0,0,0,0,0,0,0,0,0,0,0,0,0,201,150,201,150,351
Faculty & Researcher,October 2022,affiliate,researcher,45,0,301,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,305,45,305,350
Staff,October 2022,affiliate,ad_contingent,43,1,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,305,44,305,349
Staff,October 2022,affiliate,administrator,37,2,206,99,0,0,0,0,0,0,0,0,5,0,0,0,5,39,305,39,310,349
Faculty & Researcher,October 2022,affiliate,faculty,11,0,220,0,0,0,0,0,0,0,10,0,104,0,0,10,104,11,220,21,324,345
Faculty & Researcher,October 2022,affiliate,faculty,80,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,263,80,263,343
Faculty & Researcher,October 2022,affiliate,faculty,81,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,260,81,260,341
Staff,October 2022,affiliate,ad_contingent,1,159,30,146,0,0,0,0,0,0,0,0,0,1,0,0,1,160,176,160,177,337
Student,October 2022,student,degree,178,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,159,178,159,337
Faculty & Researcher,October 2022,affiliate,faculty,301,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,34,302,34,336
Others,October 2022,student,--Unknown billing code--,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,331,331
Staff,October 2022,affiliate,contractor,0,1,172,156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,1,328,329
Faculty & Researcher,October 2022,affiliate,faculty,92,0,228,7,0,0,0,0,0,0,0,0,0,0,0,0,0,92,235,92,235,327
Faculty & Researcher,October 2022,affiliate,faculty,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,325,0,325
Faculty & Researcher,October 2022,affiliate,faculty,112,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,212,112,212,324
Faculty & Researcher,October 2022,affiliate,faculty,23,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,300,23,300,323
Student,October 2022,student,degree,298,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,25,298,25,323
Others,October 2022,student,--Unknown billing code--,177,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,144,177,144,321
Staff,October 2022,affiliate,administrator,110,0,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,210,110,210,320
Student,October 2022,affiliate,legacy_student,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,320,0,320
Student,October 2022,student,degree,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,320,0,320
Student,October 2022,student,degree,242,0,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,242,0,318,0,318
Student,October 2022,student,degree,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,318,0,318
Faculty & Researcher,October 2022,affiliate,faculty,314,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,314,3,314,3,317
Others,October 2022,student,--Unknown billing code--,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,316,0,316
Faculty & Researcher,October 2022,affiliate,researcher,192,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,123,192,123,315
