User Category,Month,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Staff,December 2023,employee,administrator,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Staff,December 2023,employee,administrator,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,7,16
Staff,December 2023,employee,administrator,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,3,16
Faculty & Researcher,December 2023,employee,faculty,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,14,16
Faculty & Researcher,December 2023,employee,faculty,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Faculty & Researcher,December 2023,employee,faculty,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Faculty & Researcher,December 2023,employee,faculty,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,16
Faculty & Researcher,December 2023,employee,faculty,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Faculty & Researcher,December 2023,employee,researcher,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Faculty & Researcher,December 2023,employee,researcher,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,14,2,16
Faculty & Researcher,December 2023,employee,researcher,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,6,16
Student,December 2023,student,degree,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Student,December 2023,student,degree,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Student,December 2023,student,degree,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,14,2,16
Student,December 2023,student,degree,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,11,5,16
Student,December 2023,student,degree,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,12,4,16
Student,December 2023,student,degree,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,16
Student,December 2023,student,degree,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,12,4,16
Staff,December 2023,affiliate,contractor,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15
Staff,December 2023,affiliate,contractor,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15
Staff,December 2023,affiliate,contractor,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,4,15
Staff,December 2023,affiliate,contractor,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Staff,December 2023,affiliate,contractor,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Staff,December 2023,affiliate,contractor,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Staff,December 2023,affiliate,contractor,2,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,13,15
Staff,December 2023,affiliate,security_staff,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,15
Staff,December 2023,affiliate,security_staff,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15
Faculty & Researcher,December 2023,affiliate,visiting_academic_other,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,14,1,15
Faculty & Researcher,December 2023,employee,adjunct faculty,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,5,15
Faculty & Researcher,December 2023,employee,adjunct faculty,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Staff,December 2023,employee,administrator,1,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,12,15
Staff,December 2023,employee,administrator,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,14,15
Faculty & Researcher,December 2023,employee,faculty,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Faculty & Researcher,December 2023,employee,faculty,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Faculty & Researcher,December 2023,employee,faculty,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Faculty & Researcher,December 2023,employee,researcher,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,5,15
Faculty & Researcher,December 2023,employee,researcher,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Others,December 2023,student,--Unknown billing code--,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15
Student,December 2023,student,degree,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,12,15
Student,December 2023,student,degree,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15
Student,December 2023,student,degree,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,10,15
Student,December 2023,student,degree,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Student,December 2023,student,degree,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,13,15
Student,December 2023,student,degree,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,5,15
Student,December 2023,student,degree,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Student,December 2023,student,degree,3,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,12,15
Student,December 2023,student,degree,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15
Student,December 2023,student,degree,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15
Staff,December 2023,affiliate,ad_contingent,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14
Staff,December 2023,affiliate,ad_contingent,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Staff,December 2023,affiliate,contractor,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Staff,December 2023,affiliate,contractor,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,4,14
Staff,December 2023,affiliate,contractor,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Staff,December 2023,affiliate,contractor,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,14
Staff,December 2023,affiliate,contractor,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,5,14
Staff,December 2023,affiliate,contractor,0,0,1,11,0,0,0,0,0,0,0,1,0,1,0,1,1,0,12,1,13,14
Staff,December 2023,affiliate,contractor,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14
Staff,December 2023,employee,administrator,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,8,0,14,14
Staff,December 2023,employee,administrator,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,3,14
Staff,December 2023,employee,administrator,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Faculty & Researcher,December 2023,employee,faculty,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Faculty & Researcher,December 2023,employee,faculty,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,3,0,14,0,14
Faculty & Researcher,December 2023,employee,researcher,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Faculty & Researcher,December 2023,employee,researcher,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Others,December 2023,student,--Unknown billing code--,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14
Others,December 2023,student,--Unknown billing code--,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Student,December 2023,student,degree,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,14
Student,December 2023,student,degree,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,13,1,14
Student,December 2023,student,degree,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,14
Student,December 2023,student,degree,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,1,13,14
Student,December 2023,student,degree,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,11,14
Student,December 2023,student,degree,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Student,December 2023,student,degree,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Student,December 2023,student,degree,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,14
Student,December 2023,student,degree,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Student,December 2023,student,degree,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,12,14
Student,December 2023,student,degree,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,14
Staff,December 2023,affiliate,ad_contingent,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,13
Staff,December 2023,affiliate,ad_contingent,8,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,8,4,8,5,13
Staff,December 2023,affiliate,ad_contingent,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13
Staff,December 2023,affiliate,ad_employee_of_vendor,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,7,13
Staff,December 2023,affiliate,contractor,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,13
Staff,December 2023,affiliate,contractor,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Staff,December 2023,affiliate,contractor,0,0,2,1,0,0,0,0,0,0,0,0,10,0,0,0,10,0,3,0,13,13
Staff,December 2023,affiliate,contractor,2,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,11,13
Staff,December 2023,affiliate,security_staff,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Staff,December 2023,affiliate,security_staff,1,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,12,13
Staff,December 2023,employee,administrator,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Staff,December 2023,employee,administrator,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Faculty & Researcher,December 2023,employee,faculty,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Faculty & Researcher,December 2023,employee,faculty,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Faculty & Researcher,December 2023,employee,faculty,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13
Faculty & Researcher,December 2023,employee,faculty,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13
Faculty & Researcher,December 2023,employee,faculty,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Faculty & Researcher,December 2023,employee,researcher,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,13
Faculty & Researcher,December 2023,employee,researcher,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Faculty & Researcher,December 2023,employee,researcher,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13
Faculty & Researcher,December 2023,employee,researcher,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Student,December 2023,student,degree,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Student,December 2023,student,degree,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,11,2,13
Student,December 2023,student,degree,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Student,December 2023,student,degree,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,4,13
Student,December 2023,student,degree,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,13
Student,December 2023,student,degree,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Student,December 2023,student,degree,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,6,13
Student,December 2023,student,degree,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,13
Student,December 2023,student,degree,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Student,December 2023,student,degree,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13
Student,December 2023,student,degree,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,5,13
Student,December 2023,student,degree,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,11,0,13,13
Staff,December 2023,affiliate,contractor,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,12
Staff,December 2023,affiliate,contractor,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Staff,December 2023,affiliate,contractor,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Staff,December 2023,affiliate,contractor,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,12
Staff,December 2023,affiliate,contractor,4,0,4,1,0,0,0,0,0,0,3,0,0,0,0,3,0,4,5,7,5,12
Staff,December 2023,affiliate,security_staff,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Staff,December 2023,affiliate,security_staff,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,12
Staff,December 2023,affiliate,security_staff,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Staff,December 2023,employee,administrator,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,12,0,12
Staff,December 2023,employee,administrator,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,5,0,12,12
Staff,December 2023,employee,administrator,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,1,12
Staff,December 2023,employee,administrator,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,12
Staff,December 2023,employee,administrator,3,0,0,0,0,0,0,0,0,0,7,0,2,0,0,7,2,3,0,10,2,12
Faculty & Researcher,December 2023,employee,faculty,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Faculty & Researcher,December 2023,employee,faculty,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Faculty & Researcher,December 2023,employee,researcher,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Faculty & Researcher,December 2023,employee,researcher,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Faculty & Researcher,December 2023,employee,researcher,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Faculty & Researcher,December 2023,employee,researcher,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,12
Faculty & Researcher,December 2023,employee,researcher,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,1,12
Faculty & Researcher,December 2023,employee,researcher,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,12
Faculty & Researcher,December 2023,employee,researcher,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,1,12
Others,December 2023,student,--Unknown billing code--,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,12
Student,December 2023,student,degree,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Student,December 2023,student,degree,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,4,12
Student,December 2023,student,degree,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Student,December 2023,student,degree,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Student,December 2023,student,degree,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Student,December 2023,student,degree,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Student,December 2023,student,degree,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Student,December 2023,student,degree,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,12
Student,December 2023,student,degree,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12
Student,December 2023,student,degree,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,2,10,12
Student,December 2023,student,degree,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,12
Student,December 2023,student,degree,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,1,12
Student,December 2023,student,degree,1,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,12
Student,December 2023,student,degree,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,12
Staff,December 2023,affiliate,ad_contingent,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Staff,December 2023,affiliate,ad_contingent,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,1,11
Staff,December 2023,affiliate,contractor,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Staff,December 2023,affiliate,contractor,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Staff,December 2023,affiliate,contractor,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,3,11
Staff,December 2023,affiliate,contractor,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,9,11
Staff,December 2023,affiliate,contractor,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Staff,December 2023,affiliate,contractor,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Staff,December 2023,affiliate,contractor,6,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,2,6,0,9,2,11
Staff,December 2023,affiliate,contractor,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Staff,December 2023,affiliate,security_staff,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,11
Staff,December 2023,affiliate,security_staff,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Staff,December 2023,affiliate,security_staff,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,9,11
Staff,December 2023,employee,administrator,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,10,11
Staff,December 2023,employee,administrator,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,3,0,11,11
Faculty & Researcher,December 2023,employee,faculty,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Faculty & Researcher,December 2023,employee,faculty,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Faculty & Researcher,December 2023,employee,faculty,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Faculty & Researcher,December 2023,employee,faculty,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Faculty & Researcher,December 2023,employee,researcher,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,10,11
Faculty & Researcher,December 2023,employee,researcher,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Faculty & Researcher,December 2023,employee,researcher,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Faculty & Researcher,December 2023,employee,researcher,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Faculty & Researcher,December 2023,employee,researcher,6,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,3,6,5,11
Faculty & Researcher,December 2023,employee,researcher,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11
Faculty & Researcher,December 2023,employee,researcher,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,9,11
Others,December 2023,student,--Unknown billing code--,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,1,11
Student,December 2023,student,degree,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,11
Student,December 2023,student,degree,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,0,11,11
Student,December 2023,student,degree,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Student,December 2023,student,degree,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Student,December 2023,student,degree,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Student,December 2023,student,degree,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,11
Student,December 2023,student,degree,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,11
Student,December 2023,student,degree,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,11,11
Student,December 2023,student,degree,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,11,11
Student,December 2023,student,degree,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11
Staff,December 2023,affiliate,contractor,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Staff,December 2023,affiliate,contractor,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Staff,December 2023,affiliate,contractor,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,0,10,0,10
Staff,December 2023,affiliate,contractor,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Staff,December 2023,affiliate,contractor,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Staff,December 2023,affiliate,contractor,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,10
Staff,December 2023,affiliate,contractor,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,10
Staff,December 2023,affiliate,contractor,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,10,10
Staff,December 2023,affiliate,contractor,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Staff,December 2023,affiliate,contractor,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Staff,December 2023,affiliate,contractor,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,10
Staff,December 2023,employee,administrator,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Staff,December 2023,employee,administrator,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Staff,December 2023,employee,administrator,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,10
Staff,December 2023,employee,administrator,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Staff,December 2023,employee,administrator,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Faculty & Researcher,December 2023,employee,faculty,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Faculty & Researcher,December 2023,employee,faculty,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,10
Faculty & Researcher,December 2023,employee,researcher,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Faculty & Researcher,December 2023,employee,researcher,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,10
Faculty & Researcher,December 2023,employee,researcher,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Faculty & Researcher,December 2023,employee,researcher,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,10
Faculty & Researcher,December 2023,employee,researcher,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Faculty & Researcher,December 2023,employee,researcher,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,10
Faculty & Researcher,December 2023,employee,researcher,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,9,10
Others,December 2023,student,--Unknown billing code--,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Student,December 2023,student,degree,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Student,December 2023,student,degree,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,10
Student,December 2023,student,degree,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Student,December 2023,student,degree,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Student,December 2023,student,degree,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,10
Student,December 2023,student,degree,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Student,December 2023,student,degree,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,8,10
Student,December 2023,student,degree,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Student,December 2023,student,degree,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10
Student,December 2023,student,degree,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,1,10
Student,December 2023,student,degree,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Student,December 2023,student,degree,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,8,2,10
Student,December 2023,student,degree,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10
Staff,December 2023,affiliate,ad_contingent,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,5,2,0,2,5,4,9
